"ID";"P02";"P04";"P05";"P06";"P07";"P08";"P09";"P10";"P11";"P12";"P13";"P14";"P15";"P16";"P17";"P18";"P19";"P20";"P21";"P22";"P23";"P24";"P25";"P26";"P27";"P28";"P29";"P30";"P31";"P32";"P33";"P34";"P35";"P36";"P37";"P38";"P39";"P40";"P41";"P42";"P43";"P44";"P45";"P46";"P47";"P48";"P49";"V02";"V04";"V05";"V06";"V07";"V08";"V09";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"VD_REGIAO";"VD_EDUCACAO";"VD_IDADE";"VD_RACA";"VD_ACOMPANHA_SENADO";"VD_TRABALHO";"VD_PORTE";"VD_VOTO.TURNO1";"VD_VOTO.TURNO2";"POP_REGIAO_SEXO";"POP_REGIAO_IDADE";"POP_REGIAO_RACA";"POP_REGIAO_EDU";"POP_REGIAO_PORTE";"POP_REGIAO_VOTO.TURNO1";"POP_REGIAO_VOTO.TURNO2";"W1";"W2"
"974";31;3;1;1;2;1;7;2;2;2;2;2;1;1;1;1;3;1;2;3;3;1;2;2;2;1;1;1;2;;;;;;;;;1;2;2;2;2;1;1;1;1;4;2;1;4;1;1;;1;3;1;2;1;99;1;99;3;3;4;1;2;1;3;3;2;37700043,5273793;11005948,8963799;36670114,0129673;18702138,7176993;29162640,6835377;27776402,6627414;22793826;1,53499844340673;35238,4503527569
"975";35;3;2;1;1;1;6;2;2;1;2;1;1;1;2;2;2;2;;3;3;1;1;2;2;1;1;1;2;;;;;;;;;1;2;1;2;2;1;1;1;1;2;2;1;3;1;2;1;1;2;1;1;1;99;1;99;3;2;4;1;4;2;2;3;1;37700043,5273793;11005948,8963799;36670114,0129673;24365402,5988148;28518806,3404994;27776402,6627414;27043936;3,4726481453886;256730,251492731
"976";41;4;2;2;97;1;7;1;2;97;2;1;2;2;2;2;3;2;;3;3;4;1;1;2;2;1;1;2;;;;;;;;;1;1;1;1;1;1;1;1;1;2;1;1;3;1;1;;1;1;2;2;1;1;1;1;4;2;5;1;4;1;2;1;1;11900083,831777;5040299,80536735;17777162,4460155;6939587,68106587;10776775,1826395;9568041;10940158;0,885430859201816;69509,1633327448
"977";31;2;1;1;1;1;3;1;2;1;2;97;1;1;1;1;2;2;;2;3;1;1;2;1;1;1;1;2;;;;;;;;;1;1;1;1;1;1;1;2;1;1;2;2;3;2;2;1;2;1;2;1;2;;2;;3;1;3;2;4;2;2;3;3;37700043,5273793;13151339,3001183;35613911,6497741;29216484,3462274;28518806,3404994;27776402,6627414;22446263,6627414;0,767499221703364;39194,6368339412
"978";35;3;2;1;1;1;3;1;1;2;2;2;1;2;1;1;3;1;1;2;2;4;2;2;1;1;1;1;1;2;2;2;1;1;3;2;1;1;1;1;1;1;1;2;2;1;1;1;1;2;1;2;2;1;2;2;2;1;2;1;2;3;1;5;1;1;3;3;2;2;34583982,1353621;15263335,4060724;36670114,0129673;29216484,3462274;29162640,6835377;21037094;22793826;2,3150987635924;243126,600639097
"979";29;2;1;1;1;1;2;2;1;97;2;2;1;1;1;1;3;2;;2;2;1;1;2;2;2;1;1;1;2;1;1;2;3;2;3;3;1;2;2;2;2;1;2;1;1;4;2;2;3;1;2;2;4;1;1;2;1;2;1;2;2;2;1;2;4;3;3;2;2;23204759,582082;12798371,8641061;33265012,4017524;13313571,0102565;10816838,1655851;21753139;22534967;0,53113146285101;78921,4566368014
"980";42;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;2;2;;2;2;1;2;2;2;2;1;1;2;;;;;;;;;1;1;1;1;1;2;2;2;1;4;2;2;2;1;1;;1;1;2;1;1;1;1;1;4;1;3;2;4;1;2;1;1;12325579,2015022;4262210,06607883;6448500,58726374;11421778,5725272;10776775,1826395;9568041;10940158;0,580803856380637;44349,4710911777
"981";29;5;1;1;1;1;4;1;1;1;1;1;97;2;2;1;3;2;;3;3;1;2;2;2;2;1;1;2;;;;;;;;;1;1;1;1;1;1;1;1;1;2;1;2;3;1;1;;2;1;2;2;2;;2;;2;2;1;2;4;1;3;3;3;21140652,1606768;12798371,8641061;33265012,4017524;13313571,0102565;10816838,1655851;13804878,7427588;11847497,7427588;0,53113146285101;103506,917152207
"982";35;4;2;2;1;2;8;2;2;2;1;1;2;2;2;1;3;1;2;3;3;1;2;1;2;2;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;2;1;3;3;1;1;;1;3;1;2;1;1;1;1;3;2;4;2;2;1;2;1;1;34583982,1353621;11005948,8963799;35613911,6497741;24365402,5988148;28518806,3404994;23470529;27043936;1,1575493817962;53943,1115762215
"983";29;3;2;1;1;1;7;1;1;2;2;2;1;1;1;1;2;1;2;2;3;4;2;2;2;1;1;1;2;;;;;;;;;1;1;1;2;2;1;1;2;2;4;2;2;4;1;2;2;1;2;2;1;2;;2;;2;3;5;2;2;3;1;3;3;23204759,582082;8204197,81943566;33265012,4017524;6782281,42177651;19354878,1531474;13804878,7427588;11847497,7427588;0,53113146285101;71670,1778517561
"984";42;4;1;1;2;1;3;1;1;1;2;2;1;1;1;1;1;1;3;2;3;5;2;2;2;1;1;1;1;1;1;2;1;2;1;3;2;1;2;2;2;2;1;1;1;1;1;1;1;4;2;1;;5;3;1;2;1;2;1;2;4;3;1;1;3;1;2;2;2;11900083,831777;6307517,21487577;17777162,4460155;5864296,77968615;10776775,1826395;6449380;6750374;0,580803856380637;66580,9045507749
"985";43;3;2;1;1;1;4;1;2;1;1;1;1;2;1;1;2;1;3;3;3;2;1;2;1;1;1;1;2;;;;;;;;;1;1;1;2;2;1;1;2;1;3;2;1;4;1;1;;2;1;2;2;1;3;1;3;4;3;2;1;3;1;2;3;3;12325579,2015022;4972531,99320719;17777162,4460155;5864296,77968615;10776775,1826395;8208242,03327921;6535131,03327921;0,710930506044047;27156,6178763434
"986";31;1;1;1;2;97;3;1;1;1;2;2;2;1;1;97;2;2;;2;3;5;1;2;1;1;1;1;2;;;;;;;;;1;2;2;2;2;1;1;2;1;4;2;2;4;1;1;;4;1;1;1;1;2;1;2;3;3;1;2;4;1;2;2;2;37700043,5273793;18471680,4671614;35613911,6497741;18702138,7176993;28518806,3404994;21037094;22793826;0,767499221703364;57977,8314778411
"987";17;1;1;1;97;1;1;97;2;1;2;2;1;1;1;1;2;2;;2;2;3;2;2;2;2;1;1;2;;;;;;;;;2;;;;;;;;;1;2;3;3;2;1;;1;1;1;1;2;;2;;1;1;3;2;4;1;1;3;3;6957088,9162393;2524910,54003622;11092360,6389436;6945065,18624126;4533423,13227735;4817978,56967089;4396244,56967089;0,321477802917758;218088,047921106
"988";31;3;1;1;1;1;3;1;2;1;2;1;1;2;2;2;2;1;1;3;2;2;2;2;1;2;1;1;1;3;3;1;2;3;2;1;2;1;1;1;1;1;1;1;1;1;2;1;3;3;1;1;;2;2;2;1;1;1;1;2;3;2;2;2;1;1;3;1;2;34583982,1353621;14391721,5930094;35613911,6497741;24365402,5988148;29162640,6835377;23470529;22793826;0,767499221703364;25746,3011782296
"989";41;1;1;2;1;2;7;2;2;1;1;2;1;2;2;1;2;2;;3;2;1;2;2;1;1;1;1;2;;;;;;;;;1;2;2;2;1;2;2;2;1;2;1;1;2;2;1;;5;2;2;1;1;1;1;1;4;1;3;1;4;1;1;1;1;11900083,831777;4262210,06607883;17777162,4460155;11421778,5725272;8921246,50044287;9568041;10940158;3,54172343680726;527499,620898024
"990";35;6;1;1;1;1;2;1;1;2;2;2;1;1;1;1;3;1;97;3;3;97;1;2;1;97;1;1;2;;;;;;;;;1;2;1;2;1;1;2;1;1;4;2;5;4;1;2;2;5;1;2;2;1;2;1;2;3;3;1;2;97;3;2;2;2;37700043,5273793;18471680,4671614;35613911,6497741;18702138,7176993;28518806,3404994;21037094;22793826;1,1575493817962;87442,6984252994
"991";29;4;1;1;1;2;3;1;2;1;1;2;1;2;2;2;1;1;2;2;2;1;2;2;2;2;1;1;1;2;2;2;2;3;3;3;2;1;1;1;1;1;1;1;1;1;2;2;1;4;2;1;;2;2;1;1;1;1;1;1;2;3;1;1;2;1;2;1;1;23204759,582082;12798371,8641061;11080399,3410063;6782281,42177651;14173695,4240263;8787394;9962947;0,53113146285101;48288,1701833191
"992";29;5;1;1;1;1;4;2;2;1;1;2;97;2;2;1;3;1;1;3;1;5;2;2;2;2;1;1;1;1;1;2;3;3;3;3;1;1;1;1;2;1;2;1;1;1;2;1;3;4;1;1;;1;2;2;1;1;1;1;1;2;3;4;2;1;1;2;1;1;21140652,1606768;6202819,74451299;33265012,4017524;6782281,42177651;14173695,4240263;8787394;9962947;0,53113146285101;18392,2482021083
"993";31;6;2;1;1;1;6;1;1;1;2;2;1;1;1;1;2;1;3;2;2;2;1;1;1;2;1;1;1;1;1;2;2;1;1;3;3;1;1;2;2;2;1;1;1;1;3;1;1;3;2;1;;4;3;2;2;1;3;1;2;3;1;1;1;3;1;1;3;2;34583982,1353621;18471680,4671614;36670114,0129673;29216484,3462274;14602578,6387043;27776402,6627414;22793826;0,767499221703364;52421,3938134599
"994";24;2;2;1;1;2;6;1;2;1;2;1;1;1;1;1;2;2;;3;3;1;2;2;2;1;1;1;2;;;;;;;;;2;;;;;;;;;1;1;2;3;2;2;2;1;1;2;1;1;2;1;2;2;1;1;2;4;3;1;2;2;21140652,1606768;12798371,8641061;33265012,4017524;24249559,3107258;19354878,1531474;21753139;22534967;0,421789337791895;313389,334970758
"995";33;2;1;1;1;1;3;2;1;2;2;2;1;1;1;1;1;1;2;2;3;1;1;1;1;2;1;1;1;3;1;97;1;97;3;3;3;1;1;1;97;1;1;1;1;1;97;1;3;2;2;1;;4;1;2;1;1;99;1;99;3;1;4;2;2;1;2;3;2;34583982,1353621;11005948,8963799;35613911,6497741;29216484,3462274;28518806,3404994;27776402,6627414;22793826;0,664796625027034;14859,9766539261
"996";35;1;1;1;97;97;7;97;1;2;97;2;1;1;1;97;3;97;;97;2;97;2;2;2;2;2;;;;;;;;;;;2;;;;;;;;;4;2;3;3;1;2;2;1;99;1;2;2;;2;;3;2;5;2;97;3;3;3;3;37700043,5273793;15263335,4060724;35613911,6497741;24365402,5988148;29162640,6835377;27776402,6627414;22446263,6627414;0,714669738494989;46442,3590478043
"997";41;5;2;1;1;1;3;2;1;2;1;1;1;2;2;2;3;1;1;3;3;1;1;1;1;2;1;1;1;1;2;1;1;2;1;1;1;1;1;1;2;2;1;1;1;1;2;1;1;3;1;1;;4;3;1;2;1;1;1;1;4;2;2;1;1;1;1;1;1;11900083,831777;4972531,99320719;17777162,4460155;6939587,68106587;8921246,50044287;9568041;10940158;0,885430859201816;98785,2514572595
"998";33;3;1;97;2;2;7;1;1;2;1;2;1;2;1;1;3;1;1;2;3;3;1;1;2;2;1;1;2;;;;;;;;;2;;;;;;;;;1;2;3;2;2;2;2;1;99;2;1;1;2;1;2;3;1;4;2;1;3;3;2;2;37700043,5273793;11005948,8963799;35613911,6497741;29216484,3462274;29162640,6835377;21037094;22793826;1,9943898750811;129323,063622183
"999";32;5;1;1;1;1;1;1;2;2;2;2;1;1;1;1;2;1;2;2;3;1;2;1;1;2;1;1;2;;;;;;;;;1;1;1;2;2;2;1;1;1;4;1;3;2;2;1;;2;1;2;1;2;;2;;3;1;2;2;2;1;2;3;3;34583982,1353621;14391721,5930094;35613911,6497741;29216484,3462274;28518806,3404994;27776402,6627414;22446263,6627414;2,29086497078206;141763,985736874
"1000";27;2;1;1;2;1;3;1;2;97;1;2;1;1;1;1;3;2;;2;3;3;2;2;2;2;1;1;2;;;;;;;;;1;2;1;2;1;1;1;1;1;4;2;2;3;1;1;;1;1;2;2;1;6;1;4;2;2;2;2;4;1;3;3;3;23204759,582082;9055325,84168844;33265012,4017524;13313571,0102565;10816838,1655851;13804878,7427588;11847497,7427588;0,081006810558095;4454,06559006526
"1001";31;1;1;1;1;1;7;2;2;1;2;1;1;1;2;1;2;2;;2;2;1;2;2;2;2;1;1;2;;;;;;;;;1;1;1;2;1;1;1;1;1;2;2;1;3;1;2;2;2;2;2;2;1;1;1;1;3;2;5;1;4;3;2;1;1;37700043,5273793;15263335,4060724;36670114,0129673;24365402,5988148;28518806,3404994;23470529;27043936;0,767499221703364;62210,7276780156
"1002";24;4;2;1;1;2;3;2;2;1;1;1;1;2;1;1;3;2;;3;3;2;2;2;2;2;1;1;2;;;;;;;;;1;2;2;2;2;2;2;1;1;2;2;1;4;1;1;;1;3;1;2;2;;2;;2;3;5;1;4;1;3;3;3;23204759,582082;8204197,81943566;11080399,3410063;6782281,42177651;10816838,1655851;13804878,7427588;11847497,7427588;0,421789337791895;18552,4618611795
"1003";35;4;2;2;1;2;7;2;1;1;1;1;2;2;2;1;1;1;1;3;2;1;2;2;2;2;1;1;1;1;1;1;1;3;2;3;2;1;1;2;1;1;2;2;1;1;2;1;1;4;1;1;;1;3;1;2;1;1;1;1;3;3;5;1;1;1;3;1;1;34583982,1353621;15263335,4060724;36670114,0129673;18702138,7176993;29162640,6835377;23470529;27043936;1,42933947698998;81882,2391485404
"1004";35;5;1;1;1;1;3;97;2;1;1;2;1;1;1;3;2;2;;2;2;1;2;2;2;1;1;1;2;;;;;;;;;1;2;1;2;2;2;2;2;2;2;1;3;2;2;2;2;1;1;2;2;2;;2;;3;1;3;2;4;3;1;3;3;34583982,1353621;13151339,3001183;35613911,6497741;29216484,3462274;14602578,6387043;27776402,6627414;22446263,6627414;1,1575493817962;49178,3505162694
"1005";23;5;2;1;1;1;7;2;1;2;1;1;1;1;2;2;3;1;2;2;2;2;2;2;1;1;1;1;2;;;;;;;;;1;2;1;1;1;1;1;1;2;2;1;3;3;1;1;;1;2;2;1;1;1;1;1;2;2;4;2;2;1;3;1;1;21140652,1606768;6202819,74451299;33265012,4017524;13313571,0102565;10816838,1655851;8787394;9962947;2,62464983773595;107165,742878537
"1006";35;6;1;1;1;1;7;1;2;2;2;2;2;2;1;1;1;2;;2;2;4;2;2;2;1;2;;;;;;;;;;;2;;;;;;;;;97;1;4;2;2;2;2;3;1;2;2;1;99;1;99;3;1;3;2;4;3;2;3;2;34583982,1353621;13151339,3001183;35613911,6497741;29216484,3462274;28518806,3404994;27776402,6627414;22793826;1,1575493817962;28456,6650683232
"1007";35;6;1;1;1;2;4;2;2;1;2;1;1;1;2;2;2;2;;3;3;5;2;2;1;2;1;1;2;;;;;;;;;1;1;1;1;2;2;1;1;1;2;1;1;3;1;1;;1;2;1;2;1;1;1;1;3;2;2;1;4;1;1;1;1;34583982,1353621;14391721,5930094;36670114,0129673;24365402,5988148;14602578,6387043;23470529;27043936;1,1575493817962;90721,0525776045
"1008";26;5;1;1;1;2;8;1;2;1;2;2;2;1;1;1;2;2;;3;1;5;2;2;2;1;1;1;2;;;;;;;;;1;2;1;2;97;2;1;1;1;1;1;1;3;1;1;;1;1;1;2;1;2;1;2;2;2;3;1;4;1;1;2;2;21140652,1606768;8084696,47301555;11080399,3410063;13313571,0102565;19354878,1531474;21753139;22534967;1,03223447625232;150504,620244314
"1009";52;2;1;1;1;1;3;1;2;2;2;2;1;1;1;1;2;2;;97;1;3;2;2;2;1;1;1;2;;;;;;;;;2;;;;;;;;;3;1;3;2;1;1;;2;1;2;1;1;6;1;2;5;1;2;2;4;1;2;3;2;6308440,96389232;2774096,33588219;8295394,16804358;5639588,67715864;3650500,27250181;4825485,6623448;3523743;0,850986139664242;52394,9938623509
"1010";35;1;1;97;1;2;3;1;1;97;2;1;2;2;2;97;2;2;;2;2;1;2;2;1;2;1;1;2;;;;;;;;;1;2;1;1;1;2;1;2;2;3;1;1;5;;1;;1;2;1;2;2;;2;;3;1;2;1;4;1;3;3;3;34583982,1353621;14391721,5930094;36670114,0129673;29216484,3462274;29162640,6835377;27776402,6627414;22446263,6627414;1,1575493817962;124379,13616127
"1011";35;5;97;1;1;97;7;2;97;2;2;2;2;2;2;1;2;1;2;1;1;2;2;2;2;2;1;1;2;;;;;;;;;1;1;1;1;1;2;2;2;1;4;2;1;3;1;1;;3;3;1;2;1;4;1;2;3;2;4;1;2;1;3;3;2;37700043,5273793;11005948,8963799;36670114,0129673;24365402,5988148;29162640,6835377;27776402,6627414;22793826;0,714669738494989;27537,9936785434
"1012";35;4;2;1;1;1;4;2;2;1;2;1;1;1;1;1;2;1;2;2;2;1;2;2;2;1;1;1;2;;;;;;;;;1;1;1;97;1;1;1;1;1;3;2;1;4;1;1;;2;3;1;2;1;1;1;1;3;3;4;1;2;1;1;1;1;37700043,5273793;11005948,8963799;36670114,0129673;18702138,7176993;14602578,6387043;23470529;27043936;1,1575493817962;40556,1913485042
"1013";41;4;2;1;2;2;7;2;2;1;1;1;1;2;2;2;2;1;1;3;3;5;2;2;1;2;1;1;1;1;2;1;2;3;1;1;1;1;1;1;2;2;1;1;1;1;2;2;1;4;1;1;;2;3;1;2;1;1;1;1;4;3;1;1;1;1;3;1;1;12325579,2015022;6307517,21487577;17777162,4460155;5864296,77968615;4527641,35019684;9568041;10940158;0,885430859201816;75691,1235356875
"1014";35;2;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;2;2;2;5;1;1;1;1;1;1;2;;;;;;;;;1;1;1;1;1;1;1;1;1;3;1;1;4;1;1;;1;3;1;2;1;2;1;2;3;3;2;1;2;1;3;2;2;34583982,1353621;14391721,5930094;36670114,0129673;18702138,7176993;29162640,6835377;21037094;22793826;1,1575493817962;80637,8618826072
"1015";21;6;1;1;1;1;1;1;2;1;2;2;1;1;1;1;2;1;1;1;2;3;2;2;2;1;1;1;2;;;;;;;;;1;1;2;2;1;1;1;1;2;4;2;3;2;2;1;;1;3;2;2;1;2;1;2;2;1;2;2;1;1;1;2;2;23204759,582082;9055325,84168844;33265012,4017524;24249559,3107258;19354878,1531474;21753139;22534967;0,33354437975113;69921,3769996589
"1016";27;5;1;1;1;1;7;1;2;1;2;2;2;1;1;1;3;1;2;3;2;3;2;1;1;1;1;1;2;;;;;;;;;1;2;2;1;1;1;1;1;1;1;2;3;3;2;1;;1;1;2;2;1;2;1;2;2;1;2;2;2;1;1;2;2;23204759,582082;9055325,84168844;33265012,4017524;24249559,3107258;19354878,1531474;21753139;22534967;0,081006810558095;16981,5715222026
"1017";13;1;1;2;2;1;6;1;2;1;2;1;1;1;1;1;3;2;;2;2;3;2;2;2;2;1;1;2;;;;;;;;;1;1;1;1;1;2;2;2;1;4;1;3;3;2;1;;1;1;2;2;1;2;1;2;1;1;3;2;4;1;3;2;2;6811680,65343159;2524910,54003622;11092360,6389436;6945065,18624126;3705325,45418379;4554630;4590184;0,139725270854756;18426,3408446711
"1018";52;6;1;2;1;1;1;1;2;1;2;1;2;2;2;1;1;2;;1;1;6;2;2;2;1;1;1;1;2;1;1;2;2;2;1;2;1;2;2;2;1;1;1;1;1;2;1;4;3;1;1;;2;3;1;1;1;1;1;1;5;2;3;2;4;1;2;1;1;6308440,96389232;2435637,36092034;8295394,16804358;3872447,6527475;3650500,27250181;4727672;5331708;1,70197227932848;71925,4285257186
"1019";26;3;1;1;1;1;6;1;1;1;2;2;1;1;1;1;2;1;3;3;3;3;2;2;1;1;1;1;2;;;;;;;;;2;;;;;;;;;1;2;3;1;;1;;1;99;2;1;1;99;1;2;2;1;1;2;3;1;1;2;2;23204759,582082;12798371,8641061;33265012,4017524;24249559,3107258;19354878,1531474;21753139;22534967;1,54835171437848;1018423,2219448
"1020";29;3;1;1;1;1;7;2;1;1;1;2;1;2;1;1;2;2;;2;3;3;2;2;2;97;1;1;2;;;;;;;;;2;;;;;;;;;97;2;3;3;1;1;;4;1;2;1;2;;1;2;2;2;1;2;4;1;3;3;2;23204759,582082;12798371,8641061;33265012,4017524;13313571,0102565;10816838,1655851;13804878,7427588;22534967;0,53113146285101;62965,1248265946
"1021";26;2;1;1;2;1;4;1;2;1;1;1;1;2;1;2;2;2;;2;2;3;2;2;2;1;1;1;2;;;;;;;;;2;;;;;;;;;4;2;1;2;2;2;2;1;1;2;2;1;99;1;99;2;1;2;1;4;3;2;3;2;23204759,582082;9055325,84168844;11080399,3410063;24249559,3107258;14173695,4240263;13804878,7427588;22534967;1,54835171437848;156560,714819847
"1022";21;2;1;1;2;1;1;1;1;2;2;2;1;1;1;1;3;2;;2;2;3;2;2;2;2;1;1;2;;;;;;;;;2;;;;;;;;;3;2;2;2;2;1;;1;1;1;2;1;2;2;;2;1;1;2;4;1;2;2;3;23204759,582082;12798371,8641061;33265012,4017524;24249559,3107258;14173695,4240263;21753139;11847497,7427588;0,33354437975113;201795,842855949
"1023";16;1;1;1;1;1;4;1;2;1;2;1;1;1;2;1;2;2;;3;3;1;2;2;2;2;1;1;1;2;1;2;3;3;2;1;1;1;2;2;2;2;1;1;1;1;2;2;2;4;1;1;;2;1;2;1;1;1;1;1;1;3;2;2;4;1;3;1;1;6957088,9162393;2884455,25448695;11092360,6389436;2583414,27516294;3705325,45418379;4396161;4782341;4,83161936794961;113829,307396928
"1024";24;1;1;2;2;2;3;2;2;2;2;2;1;1;1;3;3;1;3;2;1;3;2;2;2;1;1;1;2;;;;;;;;;2;;;;;;;;;4;1;3;2;2;1;;1;1;1;2;1;99;1;2;2;1;1;2;3;1;1;2;2;21140652,1606768;12798371,8641061;33265012,4017524;24249559,3107258;19354878,1531474;21753139;22534967;0,421789337791895;313389,334970758
"1025";24;1;1;1;2;1;3;2;1;1;1;1;1;1;2;1;3;1;2;2;3;1;2;2;2;1;1;1;2;;;;;;;;;1;1;1;2;1;2;1;1;1;4;1;3;2;1;1;;1;1;2;1;1;1;1;1;2;1;4;2;2;1;3;1;1;21140652,1606768;6202819,74451299;33265012,4017524;24249559,3107258;10816838,1655851;8787394;9962947;0,421789337791895;25979,0943901829
"1026";35;1;2;1;2;97;7;97;1;1;1;1;1;1;1;3;2;2;;97;3;1;2;2;2;2;1;2;;;;;;;;;;2;;;;;;;;;4;2;1;3;1;2;2;5;1;2;2;2;;2;;3;2;5;1;4;3;2;3;3;37700043,5273793;15263335,4060724;36670114,0129673;24365402,5988148;28518806,3404994;27776402,6627414;22446263,6627414;2,14400921548497;160071,208038377
"1027";31;5;1;1;2;2;2;2;2;2;2;2;97;2;1;1;3;2;;3;3;2;2;1;1;2;1;1;2;;;;;;;;;1;1;2;2;1;2;1;1;1;1;1;3;3;1;1;;5;2;1;1;2;;2;;3;2;2;2;4;1;1;3;3;34583982,1353621;14391721,5930094;35613911,6497741;24365402,5988148;14602578,6387043;27776402,6627414;22446263,6627414;0,767499221703364;39227,0901269381
"1028";33;1;1;1;1;1;7;1;1;2;2;2;2;2;1;2;3;2;;97;2;3;2;2;2;2;2;;;;;;;;;;;97;;;;;;;;;2;2;3;2;1;2;2;2;1;2;2;2;;2;;3;1;5;2;4;3;3;3;3;37700043,5273793;15263335,4060724;35613911,6497741;29216484,3462274;29162640,6835377;27776402,6627414;22446263,6627414;0,664796625027034;45096,0608806672
"1029";35;2;1;1;1;2;6;2;1;1;1;1;1;2;2;3;3;2;;2;3;7;2;2;2;2;1;1;2;;;;;;;;;1;2;1;2;1;2;2;2;2;4;2;1;2;2;1;;5;99;2;2;1;1;1;1;3;1;3;1;4;1;2;1;1;37700043,5273793;13151339,3001183;36670114,0129673;29216484,3462274;28518806,3404994;23470529;27043936;1,1575493817962;90645,9973825658
"1030";29;97;2;1;1;2;3;1;97;1;2;1;1;1;1;1;1;1;1;2;3;2;2;2;1;2;1;1;1;3;2;1;1;3;3;3;3;1;2;1;2;1;1;1;1;1;4;2;3;3;1;1;;5;1;2;2;1;2;1;2;2;2;2;2;1;1;2;2;2;23204759,582082;9055325,84168844;33265012,4017524;13313571,0102565;14173695,4240263;21753139;22534967;1,06226292570202;93305,0429238042
"1031";32;4;1;1;1;1;4;1;1;2;2;2;1;1;1;1;2;1;2;2;2;3;2;2;1;1;1;1;1;2;2;2;2;3;2;3;2;1;1;2;2;1;1;1;1;1;1;1;2;4;2;1;;2;1;2;1;1;2;1;2;3;3;4;2;2;1;2;2;2;34583982,1353621;11005948,8963799;35613911,6497741;18702138,7176993;28518806,3404994;21037094;22793826;0,572716242695516;16636,7157050099
"1032";27;1;1;97;2;2;7;1;2;1;1;2;1;1;2;1;3;2;;2;2;1;2;2;2;1;1;1;2;;;;;;;;;2;;;;;;;;;4;2;3;2;2;2;2;2;1;2;1;1;7;1;4;2;1;4;2;4;3;3;3;3;23204759,582082;6202819,74451299;33265012,4017524;24249559,3107258;10816838,1655851;13804878,7427588;11847497,7427588;0,243020431674285;20397,6167624573
"1033";15;6;2;2;1;2;4;2;2;1;1;2;1;2;2;1;2;1;3;3;3;1;2;2;1;1;1;1;1;2;2;1;1;2;1;2;1;1;2;1;1;1;1;1;1;1;2;1;3;3;1;1;;4;1;2;1;1;1;1;1;1;2;2;2;3;1;2;1;1;6811680,65343159;2884455,25448695;11092360,6389436;4240290,10826669;5530020,98320975;4396161;4782341;0,394020511483105;20018,6431443856
"1034";31;6;1;1;2;2;3;1;2;2;1;2;1;1;2;1;1;1;2;1;1;4;2;2;2;1;1;1;2;;;;;;;;;2;;;;;;;;;2;1;2;3;1;1;;2;1;1;2;2;;2;;3;2;3;2;2;1;2;3;3;34583982,1353621;13151339,3001183;35613911,6497741;24365402,5988148;28518806,3404994;27776402,6627414;22446263,6627414;0,767499221703364;36231,707489316
"1035";23;1;1;1;97;2;7;2;2;2;2;2;1;2;2;1;2;2;;3;2;3;2;2;1;1;1;1;2;;;;;;;;;1;1;1;1;1;2;1;1;1;4;2;3;2;2;1;;4;1;1;1;1;99;1;99;2;1;3;2;4;1;3;3;3;23204759,582082;8084696,47301555;33265012,4017524;24249559,3107258;10816838,1655851;13804878,7427588;11847497,7427588;0,524929967547189;42278,3401246472
"1036";31;3;2;2;1;1;6;2;1;1;2;2;1;1;1;1;1;1;2;1;2;3;1;1;1;2;1;1;2;;;;;;;;;1;2;1;2;2;1;1;1;1;3;1;1;4;1;1;;3;3;2;1;1;2;1;2;3;3;4;1;2;1;3;2;2;34583982,1353621;11005948,8963799;36670114,0129673;18702138,7176993;29162640,6835377;21037094;22793826;0,767499221703364;38712,1796191061
"1037";35;6;1;1;2;1;3;2;1;2;1;2;1;1;2;1;2;1;2;2;2;1;2;2;2;2;1;1;2;;;;;;;;;2;;;;;;;;;4;2;3;3;1;2;2;2;1;2;1;1;1;1;1;3;2;3;2;2;3;2;1;1;37700043,5273793;13151339,3001183;35613911,6497741;24365402,5988148;28518806,3404994;23470529;27043936;1,1575493817962;61482,0114837052
"1038";26;1;1;1;1;1;3;1;1;1;2;2;1;1;1;1;2;1;3;1;2;4;2;1;1;1;1;1;2;;;;;;;;;1;2;2;2;2;1;1;1;1;1;2;2;3;1;1;;1;1;2;2;1;2;1;2;2;2;1;2;3;1;3;2;2;23204759,582082;12798371,8641061;33265012,4017524;13313571,0102565;10816838,1655851;21753139;22534967;0,51611723812616;76690,4751031584
"1039";35;3;2;1;1;1;3;1;2;1;2;1;1;1;2;2;3;1;3;2;2;3;2;2;2;2;1;1;2;;;;;;;;;1;2;1;2;1;1;2;2;2;4;2;1;3;1;1;;2;3;1;2;1;1;1;1;3;2;4;1;3;1;1;1;1;37700043,5273793;11005948,8963799;36670114,0129673;24365402,5988148;14602578,6387043;23470529;27043936;2,3150987635924;136146,098308533
"1040";26;4;1;1;1;97;7;1;2;2;2;1;2;2;2;1;1;1;3;3;2;1;1;1;1;2;1;1;2;;;;;;;;;1;2;1;1;1;1;1;1;1;2;2;3;2;1;2;2;2;1;2;2;1;1;1;1;2;1;5;2;3;3;2;1;1;23204759,582082;8204197,81943566;33265012,4017524;24249559,3107258;14173695,4240263;8787394;9962947;0,51611723812616;94337,6765320582
